name,crn,department,number,section,term,credits,start time,end time,days,start date,end date,building,room number,instructor
COLLEGE WRITING II,90086,EH,102,8,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
HEALTH & WELLNESS CONCEPTS,90087,KIN,240,1,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,330,David L Kyle
FOUNDATIONS OF KINESIOLOGY,90088,KIN,260,1,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,330,David L Kyle
INTRO TO SPORT MGMT,90089,KIN,265,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Michael John Craw
EX TECHNIQUES & LEADERSHIP,90090,KIN,290,1,Fall 2020,3,8:00 AM,9:20 AM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Orion Sakushiro Willoughby
NUTRITION FOR FITNESS & SPORT,90091,KIN,300,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Meghan N Roden
COLLEGE WRITING II,90092,EH,102,9,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
INTRO TO HONORS RESEARCH,90093,HON,101,H10,Fall 2020,1,2:40 PM,3:35 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
INTRO TO EXERCISE PHYSIOLOGY,90094,KIN,327,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Ryan T Conners
INTRO EX PHYSIOLOGY LAB,90095,KIN,328,2,Fall 2020,1,10:00 AM,12:00 PM,F,Aug 19 2020,Dec 11 2020,Wilson Hall,331,Orion Sakushiro Willoughby
COLLEGE WRITING II,90096,EH,102,10,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING II,90097,EH,102,11,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
WORLD HISTORY TO 1500,90098,HY,103,3,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,John E Mohr
HONORS ENGLISH SEMINAR,90099,EH,105,H1,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
HONORS ENGLISH SEMINAR,90100,EH,105,H2,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Rebecca L Hazelwood
WORLD HISTORY TO 1500,90101,HY,103,4,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Christine Sears
HONORS ENGLISH SEMINAR,90102,EH,105,H3,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,William S Wilkerson
INTRO EX PHYSIOLOGY LAB,90103,KIN,328,1,Fall 2020,1,4:00 PM,6:00 PM,R,Aug 19 2020,Dec 11 2020,Wilson Hall,331,Orion Sakushiro Willoughby
EXER TEST & PRECR HEALTHY POP,90104,KIN,351,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Shannon L Mathis
HONORS ENGLISH SEMINAR,90105,EH,105,H4,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Rebecca L Hazelwood
EXER TEST & PRECR SPECIAL POP,90106,KIN,352,1,Fall 2020,3,8:00 AM,9:20 AM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,159,Ryan T Conners
TEACHING INDIVIDUAL ACTIVITIES,90107,KIN,362,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,159,Jeremy M Elliott
HONORS ENGLISH SEMINAR,90108,EH,105,H5,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Gaines S Hubbell
WORLD HISTORY TO 1500,90109,HY,103,5,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Kelly M Smith
HONORS ENGLISH SEMINAR,90110,EH,105,H6,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
PUBLIC SPEAKING,90111,CM,113,2,Fall 2020,3,8:00 AM,9:20 AM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Brea R Cunningham
ADAPTED PHYSICAL EDUCATION,90113,KIN,370,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,159,David L Kyle
FACILITIES AND EQUIPMENT MGT,90114,KIN,381,1,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,159,David L Kyle
STRUCTURE/FUNCTIONAL KIN,90115,KIN,418,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,TBA,Paul N Whitehead
WORLD HISTORY TO 1500,90116,HY,103,6,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Joshua N Riddle
HONORS ENGLISH SEMINAR,90117,EH,105,H7,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
MGT SPORT & PHYSICAL EDUCATION,90118,KIN,440,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Paul N Whitehead
INTRO TO SPORT LAW,90119,KIN,442,1,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,TBA,Michael John Craw
WORLD HISTORY TO 1500,90120,HY,103,7,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Kelly M Smith
HONORS ENGLISH SEMINAR,90121,EH,105,H8,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Bethany R Boswell
PRINCIPLES OF COACHING,90122,KIN,445,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Jeremy M Elliott
RESEARCH EXERCISE SCIENCE I,90123,KIN,451,1,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,159,Ryan T Conners
RESEARCH EXERCISE SCIENCE I,90124,KIN,451,2,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Shannon L Mathis
RESEARCH EXERCISE SCIENCE II,90125,KIN,452,1,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Paul N Whitehead
HONORS ENGLISH SEMINAR,90126,EH,105,H9,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Bethany R Boswell
MOTOR LEARNING,90127,KIN,455,1,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Jeremy M Elliott
MEASUREMNT & EVAL IN PHYS ACTV,90128,KIN,457,1,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,159,Shannon L Mathis
PSYCHOLOGICAL ASPECTS SPORT,90129,KIN,463,1,Fall 2020,3,6:00 PM,8:40 PM,W,Aug 19 2020,Dec 11 2020,Wilson Hall,330,James C Moncier
HONORS ENGLISH SEMINAR,90130,EH,105,H10,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
SPORT MARKETING,90131,KIN,470,1,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,159,Michael John Craw
EXERCISE SCIENCE INTERNSHIP,90132,KIN,490,1,Fall 2020,6,5:00 PM,7:00 PM,MW,Aug 19 2020,Dec 11 2020,Wilson Hall,330,Alyssum M Reno
PUBLIC SPEAKING,90133,CM,113,3,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,TBA
HONORS ENGLISH SEMINAR,90134,EH,105,H11,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Rebecca L Hazelwood
INTRODUCTION TO SPACE SCIENCE,90135,ESS,100,1,Fall 2020,1,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,TBA,TBA,Robert Edwards Griffin
HONORS ENGLISH SEMINAR,90136,EH,105,H12,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Heather A Cross
INTRO TO HONORS RESEARCH,90137,HON,101,H2,Fall 2020,1,8:00 AM,8:55 AM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
ENVIRONMENTAL EARTH SCIENCE,90138,ESS,103,1,Fall 2020,4,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Shelby Science & Technology Ct,107,Megan Sirbaugh
SCHOLARLY INQ ADV NUR PRAC,90139,NUR,602,81,Fall 2020,3,TBA,TBA,TBA,Oct 12 2020,Dec 11 2020,Online Course,ONLINE,Jennifer R Bail
WORLD HISTORY TO 1500,90140,HY,103,8,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Kelly M Smith
PRINCIPLES OF HUMAN GEOGRAPHY,90141,ESS,110,1,Fall 2020,3,6:00 PM,8:40 PM,T,Aug 19 2020,Dec 11 2020,Materials Science Building,112,Courtney T Stokes
WORLD HISTORY TO 1500,90142,HY,103,9,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Joshua N Riddle
HONORS ENGLISH SEMINAR,90143,EH,105,H13,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Michael L McGinnis
PUBLIC SPEAKING,90144,CM,113,4,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Jennifer M Clifton
WORLD HISTORY TO 1500,90145,HY,103,10,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,TBA
HONORS ENGLISH SEMINAR,90146,EH,105,H14,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Colleen W Noletto
INTRO TO HONORS RESEARCH,90147,HON,101,H3,Fall 2020,1,6:00 PM,6:55 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
WEATHER; CLIMATE & GLOBAL CHNG,90148,ESS,111,1,Fall 2020,4,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Shelby Science & Technology Ct,107,Ryan A Wade
HONORS ENGLISH SEMINAR,90149,EH,105,H15,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
INTRO TO HONORS RESEARCH,90150,HON,101,H4,Fall 2020,1,1:00 PM,1:55 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
HONORS ENGLISH SEMINAR,90151,EH,105,H16,Fall 2020,3,8:00 AM,9:20 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Colleen W Noletto
PUBLIC SPEAKING,90152,CM,113,5,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,John H Saunders
READINGS LITERATURE/CULTURE I,90153,EH,207,1,Fall 2020,3,4:20 PM,5:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
INTRO TO HONORS RESEARCH,90154,HON,101,H5,Fall 2020,1,1:00 PM,1:55 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
SCHOLARLY INQ ADV NUR PRAC,90155,NUR,602,82,Fall 2020,3,TBA,TBA,TBA,Oct 12 2020,Dec 11 2020,Online Course,ONLINE,TBA
COLLAPSE OF CIVILIZATIONS,90156,ESS,210,1,Fall 2020,3,4:20 PM,5:40 PM,TR,Aug 19 2020,Dec 11 2020,Materials Science Building,112,Courtney T Stokes
INTRO TO EARTH & ATMOSPHC PHYS,90157,ESS,301,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Cramer Research Hall,4085,Qingyuan Han
READINGS LITERATURE/CULTURE I,90158,EH,207,2,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
ACCOUNTING FOR BUSINESS,90159,ACC,210,1,Fall 2020,4,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,TBA
ACCOUNTING FOR BUSINESS,90159,ACC,210,1,Fall 2020,4,11:20 AM,12:20 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,TBA
INTRO TO HONORS RESEARCH,90160,HON,101,H6,Fall 2020,1,11:20 AM,12:35 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
ENVIRONMENTAL ARCHEOLOGY,90161,ESS,307,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Cramer Research Hall,4065,Thomas L Sever
READINGS LITERATURE/CULTURE I,90162,EH,207,3,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Susan Friedman
ADVANCED HLTH ASSESSMENT,90163,NUR,605,1,Fall 2020,3,9:00 AM,2:50 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,TBA,Sallyann G Storer
ACCOUNTING FOR BUSINESS,90164,ACC,210,2,Fall 2020,4,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,114,Roscoe E Bryson
ACCOUNTING FOR BUSINESS,90164,ACC,210,2,Fall 2020,4,2:40 PM,3:40 PM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,114,Roscoe E Bryson
GEOGRAPHIC INFORMATION SYSTEMS,90165,ESS,313,1,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Cramer Research Hall,4085,Megan Sirbaugh
PUBLIC SPEAKING,90166,CM,113,6,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Anthony R Greer
INTRO TO HONORS RESEARCH,90167,HON,101,H7,Fall 2020,1,11:20 AM,12:35 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
READINGS LITERATURE/CULTURE I,90168,EH,207,4,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Susan Friedman
POLLUTION PROBLEMS,90169,ESS,321,1,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Cramer Research Hall,4065,Michael J Newchurch
ACCOUNTING INFORMATION SYS,90170,ACC,307,1,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,207,Wei-Cheng Milton Shen
ADVANCED HLTH ASSESSMENT,90171,NUR,605,2,Fall 2020,3,9:00 AM,2:50 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,TBA,Elizabeth R Elmore
READINGS LITERATURE/CULTURE I,90172,EH,207,5,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Angela J Balla
INTERM FINANCIAL ACCT I,90173,ACC,310,1,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,121,Wei-Cheng Milton Shen
INTERM FINANCIAL ACCT II,90174,ACC,311,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,220,TBA
INDIVIDUAL/SMALL BUS INCOME TA,90175,ACC,313,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,106,Tobias M Mendelson
PUBLIC SPEAKING,90176,CM,113,7,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Anthony R Greer
WORLD HISTORY SINCE 1500,90177,HY,104,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Dylan J Baun
COST ACCOUNTING,90178,ACC,414,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,121,Henry C Alewine
PRINCIPLES OF AUDITING,90179,ACC,431,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,223,Christopher D Allport
INTRO TO HONORS RESEARCH,90180,HON,101,H8,Fall 2020,1,6:00 PM,6:55 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
CLINICAL,90181,NUR,605L,1,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,117A,Sallyann G Storer
ADVANCED AUDITING,90182,ACC,432,1,Fall 2020,3,6:00 PM,8:40 PM,M,Aug 19 2020,Dec 11 2020,Business Administration Bldg,109,Christopher D Allport
WORLD HISTORY SINCE 1500,90183,HY,104,2,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Nicole L Pacino
INTERNSHIP IN ACCOUNTING,90184,ACC,495,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,TBA,TBA,TBA
ADVANCED COST ACCOUNTING,90185,ACC,516,1,Fall 2020,3,6:00 PM,8:40 PM,T,Aug 19 2020,Dec 11 2020,Business Administration Bldg,222,Henry C Alewine
WORLD HISTORY SINCE 1500,90186,HY,104,3,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Dylan J Baun
INTRO TO HONORS RESEARCH,90187,HON,101,H9,Fall 2020,1,2:40 PM,3:35 PM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
ADVANCED AUDITING,90188,ACC,532,1,Fall 2020,3,6:00 PM,8:40 PM,M,Aug 19 2020,Dec 11 2020,Business Administration Bldg,109,Christopher D Allport
WORLD HISTORY SINCE 1500,90189,HY,104,4,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Sarah G Zupko
CLINICAL,90190,NUR,605L,2,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,116A,Elizabeth R Elmore
THERMODYNAMIC METEOROLOGY,90191,ESS,341,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Cramer Research Hall,4085,Lawrence D Carey
INTERNSHIP IN ACCOUNTING,90192,ACC,595,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,TBA,TBA,TBA
WORLD HISTORY SINCE 1500,90193,HY,104,5,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Rebecca K Duke
FOUNDATIONS ACC MANAGERS & ENG,90194,ACC,600,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Oct 07 2020,Online Course,ONLINE,Henry C Alewine
SCHOLARSHIPS GRAD SCHOOL,90195,HON,201,H1,Fall 2020,1,1:00 PM,1:55 PM,MW,Aug 19 2020,Oct 07 2020,Frank Franz Hall,118,Phillip A Farrington
FINANCIAL STATEMENT ANALYSIS,90196,ACC,603,1,Fall 2020,3,6:00 PM,8:40 PM,W,Aug 19 2020,Dec 11 2020,Business Administration Bldg,229,Roscoe E Bryson
CLINICAL,90197,NUR,605L,3,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,118A,Marlena S Primeau
TAX RESEARCH,90198,ACC,613,1,Fall 2020,3,6:00 PM,8:40 PM,R,Aug 19 2020,Dec 11 2020,Business Administration Bldg,224,Tobias M Mendelson
WORLD HISTORY SINCE 1500,90199,HY,104,6,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Molly W Johnson
LABORATORY,90200,ACC,310L,1,Fall 2020,0,10:00 AM,12:00 PM,F,Aug 19 2020,Dec 11 2020,Business Administration Bldg,121,Wei-Cheng Milton Shen
HONORS: PUBLIC SPEAKING,90201,CM,113,H8,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,John H Saunders
LABORATORY,90202,ACC,311L,1,Fall 2020,0,10:00 AM,12:00 PM,F,Aug 19 2020,Dec 11 2020,Business Administration Bldg,229,TBA
LEGAL ENVIRON/BUSINESS,90203,BLS,211,2,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Tobias M Mendelson
READINGS LITERATURE/CULTURE I,90204,EH,207,6,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,William J Taylor
BUS LAW FOR ACCOUNTANTS,90205,BLS,411,2,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Tobias M Mendelson
READINGS LITERATURE/CULTURE I,90206,EH,207,7,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,William J Taylor
BUS LAW FOR ACCOUNTANTS,90207,BLS,511,2,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Tobias M Mendelson
CLINICAL,90208,NUR,605L,4,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,202,Brandie K Rice-McCartney
PRINC OF MACROECONOMICS,90209,ECN,142,1,Fall 2020,3,4:20 PM,5:40 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,114,TBA
READINGS LITERATURE/CULTURE I,90210,EH,207,8,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Lacy S Marschalk-Brecciaroli
PRINC OF MACROECONOMICS,90211,ECN,142,2,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,TBA
CLINICAL,90212,NUR,605L,5,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,223,Louise C O'Keefe
HONORS:PRINC OF MACROECONOMICS,90213,ECN,142,H3,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,216,Brinda Mahalingam
READINGS LITERATURE/CULTURE I,90214,EH,207,9,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Lacy S Marschalk-Brecciaroli
PRINC OF MICROECONOMICS,90215,ECN,143,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Wafa H Orman
PRINC OF MICROECONOMICS,90216,ECN,143,2,Fall 2020,3,4:20 PM,5:40 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,111,TBA
READINGS LITERATURE/CULTURE I,90217,EH,207,10,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Lacy S Marschalk-Brecciaroli
CLINICAL,90218,NUR,605L,6,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,322,Kimberly K Budisalich
MACRO ECONOMIC ANALYSIS,90219,ECN,340,1,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,220,Brinda Mahalingam
NATURE OF MATHEMATICS,90220,MA,105,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Shelby Science & Technology Ct,219,TBA
WORLD HISTORY SINCE 1500,90221,HY,104,7,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Glenda B Mitchell
MICRO ECONOMIC ANALYSIS,90222,ECN,345,1,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Business Administration Bldg,109,TBA
READINGS LITERATURE/CULTURE I,90223,EH,207,11,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Lacy S Marschalk-Brecciaroli
SPORTS ECONOMICS,90224,ECN,406,1,Fall 2020,3,4:20 PM,5:40 PM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,168,W David Allen
READINGS LITERATURE/CULTURE 2,90225,EH,208,1,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
WORLD HISTORY SINCE 1500,90226,HY,104,8,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Sarah G Zupko
NATURE OF MATHEMATICS,90227,MA,105,2,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Shelby Science & Technology Ct,150,TBA
ECONOMICS INFORMATION TECH,90228,ECN,411,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,123,Wafa H Orman
LABOR ECONOMICS,90229,ECN,475,1,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,109,W David Allen
READINGS LITERATURE/CULTURE 2,90230,EH,208,2,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Susan Friedman
CLINICAL,90231,NUR,605L,7,Fall 2020,0,3:10 PM,5:00 PM,W,Aug 19 2020,Dec 11 2020,Nursing Building,TBA,Amy L Beck
INTRO TO JOURNALISM,90232,CM,205,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Eletra S Gilchrist-Petty
ECONOMICS OF INFORMATION TECH,90233,ECN,511,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,123,Wafa H Orman
ALGEBRA WITH APPLICATIONS,90234,MA,107,1,Fall 2020,3,1:00 PM,1:55 PM,MWF,Aug 19 2020,Dec 11 2020,Shelby Science & Technology Ct,218,Ashley Melody Bravo
READINGS LITERATURE/CULTURE 2,90235,EH,208,3,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Bethany R Boswell
ECON LABOR MARKETS & HUMAN RES,90236,ECN,575,1,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Business Administration Bldg,109,W David Allen
UNITED STATES TO 1877,90237,HY,221,1,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,John E Mohr
ALGEBRA WITH APPLICATIONS,90238,MA,107,2,Fall 2020,3,6:00 PM,7:20 PM,MWF,Aug 19 2020,Dec 11 2020,Shelby Science & Technology Ct,219,Enrique M Jackson
MANAGERIAL ECON & TECH,90239,ECN,626,1,Fall 2020,3,TBA,TBA,TBA,Oct 12 2020,Dec 11 2020,Online Course,ONLINE,TBA
