name,crn,department,number,section,term,credits,start time,end time,days,start date,end date,building,room number,instructor
DNP PROJECT,61435,NUR,739,25,Summer 2020,-1,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Sharon L Spencer
MASTER'S THESIS,61436,SPA,699,32,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
MASTER'S THESIS,61437,SPA,699,33,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
MASTER'S THESIS,61438,SPA,699,34,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
MASTER'S THESIS,61439,SPA,699,35,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
MASTER'S THESIS,61440,SPA,699,36,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
MASTER'S THESIS,61441,SPA,699,37,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
MASTER'S THESIS,61442,SPA,699,38,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
DOCTORAL DISSERTATION,61443,SPA,799,46,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
DOCTORAL DISSERTATION,61444,SPA,799,47,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
DOCTORAL DISSERTATION,61445,SPA,799,48,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
DOCTORAL DISSERTATION,61446,SPA,799,49,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Haihong Che
DOCTORAL DISSERTATION,61447,SPA,799,50,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
DOCTORAL DISSERTATION,61448,SPA,799,51,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
DOCTORAL DISSERTATION,61449,SPA,799,52,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
DOCTORAL DISSERTATION,61450,SPA,799,53,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Ying Zou
SCHOLARLY INQ ADV NUR PRAC,61451,NUR,602,82,Summer 2020,3,TBA,TBA,TBA,Jun 15 2020,Jul 30 2020,Online Course,ONLINE,Sharon R George
INTERNSHIP IN NURS LEADERSHIP,61452,NUR,634,82,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Teresa Kay Hargett
CLINICAL EXPERIENCE,61453,NUR,634L,84,Summer 2020,0,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Teresa Kay Hargett
CLINICAL EXPERIENCE,61454,NUR,612L,11,Summer 2020,0,3:10 PM,4:00 PM,W,May 26 2020,Jul 30 2020,Nursing Building,116A,Deanna B Womble
ST: PLANT PHYSIOLOGY,61455,BYS,491,21,Summer 2020,2,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Lawana D Adcock
SOCIAL PSYCHOLOGY,61456,SOC,375,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Eric A Seemann
MATH PROFESSIONAL APPLICATIONS,61457,MA,120,3,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,A Elizabeth Bowman
APPL DIFFERENTIAL EQUATIONS,61458,MA,238,4,Summer 2020,3,10:20 AM,12:20 PM,MTWR,May 26 2020,Jun 25 2020,TBA,TBA,Shangbing Ai
ISSUES IN TRANSPLANTATION,61459,NUR,550,81,Summer 2020,3,TBA,TBA,TBA,May 04 2020,May 22 2020,Online Course,ONLINE,Haley M Hoy
NURSING MEDICAL MISSIONS,61460,NUR,439,1,Summer 2020,3,9:00 AM,12:00 PM,MR,May 04 2020,May 22 2020,Nursing Building,117A,Darlene A Showalter
IS: Global Health,61461,NUR,390,12,Summer 2020,1,9:00 AM,12:00 PM,MR,May 04 2020,May 22 2020,Nursing Building,111,Marlena S Primeau
READINGS LITERATURE/CULTURE 2,61463,EH,208,4,Summer 2020,3,TBA,TBA,TBA,May 04 2020,May 22 2020,Online Course,ONLINE,Joseph P Conway
MYTHOLOGY,61464,EH,242,2,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Chad A Thomas
STRATEGIES FOR BUSINESS WRIT'G,61465,EH,300,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Ryan P Weber
PROPOSAL WRITING,61466,EH,409,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Ryan P Weber
PROPOSAL WRITING,61467,EH,509,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Ryan P Weber
BUSINESS & PROFESSIONAL COMM,61468,CM,313,2,Summer 2020,3,8:00 AM,10:00 AM,MTWR,Jun 29 2020,Jul 30 2020,Business Administration Bldg,220,John H Saunders
INTERM FINANCIAL ACCT I,61469,ACC,310,1,Summer 2020,3,10:20 AM,11:50 AM,MTWR,Jun 15 2020,Jul 30 2020,Business Administration Bldg,106,Roscoe E Bryson
PRINC OF MACROECONOMICS,61470,ECN,142,1,Summer 2020,3,TBA,TBA,TBA,Jun 15 2020,Jul 30 2020,Online Course,ONLINE,Allen W Wilhite
PRINC OF MICROECONOMICS,61471,ECN,143,1,Summer 2020,3,TBA,TBA,TBA,May 04 2020,Jun 19 2020,Online Course,ONLINE,Wafa H Orman
MACRO ECONOMIC ANALYSIS,61472,ECN,340,1,Summer 2020,3,5:30 PM,9:30 PM,MW,May 04 2020,Jun 19 2020,Business Administration Bldg,121,Deepa Sundaram
MARKETING EMERGING TECHNOLOGY,61473,MKT,350,1,Summer 2020,3,10:20 AM,12:20 PM,MTWR,Jun 29 2020,Jul 30 2020,Business Administration Bldg,109,Yongchuan Bao
LEADERSHIP; PERSONAL DEV & ORG,61474,MGT,410,1,Summer 2020,3,TBA,TBA,TBA,Jun 15 2020,Jul 30 2020,Online Course,ONLINE,William I Mackenzie
COMPETITIVE STRATEGY,61475,MGT,499,1,Summer 2020,3,TBA,TBA,TBA,Jun 15 2020,Jul 30 2020,Online Course,ONLINE,Eric A Fong
MANAGING HUMAN CAPITAL,61476,MGT,622,1,Summer 2020,3,5:30 PM,9:30 PM,TR,Jun 29 2020,Jul 30 2020,Business Administration Bldg,204,William I Mackenzie
ORGANIZATIONAL BEHAVIOR,61477,MGT,361,1,Summer 2020,3,TBA,TBA,TBA,May 04 2020,Jun 19 2020,Online Course,ONLINE,Erin B McLaughlin
EPIDEMIOLOGY RURAL POP,61478,NUS,766,81,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Debra Pettit Whisenant
EPIDEMIOLOGY RURAL POP,61479,NUS,766,82,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Debra Pettit Whisenant
QUALITATIVE RESEARCH METHODS,61480,NUS,772,81,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Ellise D Adams
QUALITATIVE RESEARCH METHODS,61481,NUS,772,82,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Ellise D Adams
SPEED & PLYOMETRIC TRAINING,61482,HPE,109,1,Summer 2020,2,8:00 AM,9:20 AM,MW,May 26 2020,Jul 30 2020,Spragins Hall,123,Jennifer R Cole
BUTTS & GUTS WORKOUT,61483,HPE,111,1,Summer 2020,2,12:40 PM,2:00 PM,MW,May 26 2020,Jul 30 2020,Spragins Hall,123,Gemma L Sivetz
YOGA,61484,HPE,136,1,Summer 2020,1,5:20 PM,6:20 PM,MW,May 26 2020,Jul 30 2020,Spragins Hall,123,Suzanne Marie Newton
TEACHING TEAM SPORTS,61485,KIN,361,1,Summer 2020,3,10:20 AM,12:20 PM,MTWRF,May 04 2020,May 22 2020,Wilson Hall,330,David L Kyle
SPORT ADMINISTRATION INTERNSHP,61486,KIN,491,1,Summer 2020,6,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Michael John Craw
FUNCTIONAL ASSESSMENT ABA,61487,EDC,610,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Jennifer L Bruzek
RESEARCH IN ABA II,61488,EDC,615,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Jennifer L Bruzek
STRATEGIES FOR VI,61489,EDC,653,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Derrick W Smith
PROGRAMS FOR MIVI/DB,61490,EDC,656,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Derrick W Smith
THE RISE OF MODERN AMER,61491,HY,437,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Emily W Cook
THE RISE OF MODERN AMER,61492,HY,537,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Emily W Cook
COMPUTER-AIDED DESIGN,61493,PRO,333,1,Summer 2020,3,5:45 PM,8:25 PM,TR,May 26 2020,Jul 30 2020,Wilson Hall,207,Alisa Jean Millar Henrie
ELECTRICAL CIRCUITS & SYSTEMS,61494,PRO,341,1,Summer 2020,3,5:45 PM,8:25 PM,M,May 26 2020,Jul 23 2020,Wilson Hall,226,TBA
INTRODUCTION TO LOGIC,61495,PHL,103,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Deborah K Heikes
FOUNDATIONS OF HUMAN COMMUNICA,61496,CM,231,1,Summer 2020,3,TBA,TBA,TBA,Jun 29 2020,Jul 30 2020,Online Course,ONLINE,Nicole B McDavid
MASS MEDIA IN AMERICA,61497,CM,430,1,Summer 2020,3,TBA,TBA,TBA,Jun 29 2020,Jul 30 2020,Online Course,ONLINE,Pavica Sheldon
MASS MEDIA IN AMERICA,61498,CM,530,1,Summer 2020,3,TBA,TBA,TBA,Jun 29 2020,Jul 30 2020,Online Course,ONLINE,Pavica Sheldon
ADVERTISING,61499,CM,544,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Candice L Lanius
MEDIA LITERACY,61500,PRO,321,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 23 2020,Online Course,ONLINE,Sharon M Morphew
CRITICAL ISSUES,61501,EHL,406,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Andrea G Word-Allbritton
CRITICAL ISSUES,61502,EHL,506,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Andrea G Word-Allbritton
PRECALCULUS ALGEBRA,61503,MA,112,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,Online Course,ONLINE,Mary Alice Smeal
PHYSICAL CLIMATOLOGY,61504,ESS,630,1,Summer 2020,3,10:20 AM,12:20 PM,MW,May 26 2020,Jul 30 2020,Cramer Research Hall,4065,John R Christy
NURSING MEDICAL MISSIONS,61505,NUR,439,2,Summer 2020,3,9:00 AM,12:00 PM,MR,May 04 2020,May 22 2020,TBA,TBA,Bonnie L Lioce
ST: ADVANCED BIOLOGICAL PY,61506,PY,520,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,Online Course,ONLINE,Aurora Torres
INDEPENDENT STUDY,61507,CS,695,13,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Letha H Etzkorn
INTRO NUMERICAL ANALYSIS,61508,MA,515,1,Summer 2020,3,3:30 PM,5:40 PM,TR,May 26 2020,Jul 30 2020,Shelby Science & Technology Ct,TBA,Sivaguru S Ravindran
INDUSTRIAL & ORGANIZA PSY,61509,ISE,402,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Kristin Weger
INDUSTRIAL & ORGANIZA PSY,61510,ISE,502,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jul 30 2020,TBA,TBA,Kristin Weger
ANIMATION: INTRODUCTION,61511,ARS,220,1,Summer 2020,3,8:00 AM,12:00 PM,MTWR,May 26 2020,Jun 25 2020,Wilson Hall,201,Aneta Urbanska
ANIMATION: 2D ANIMATION,61512,ARS,329,1,Summer 2020,3,8:00 AM,12:00 PM,MTWR,Jun 29 2020,Jul 30 2020,Wilson Hall,205,Aneta Urbanska
BIOLOGICAL PSYCHOLOGY,61513,BYS,436,1,Summer 2020,3,TBA,TBA,TBA,May 26 2020,Jun 25 2020,TBA,TBA,Aurora Torres
CYBERSECURITY MANAGEMENT,61514,IS,450,1,Summer 2020,3,TBA,TBA,TBA,Jun 15 2020,Jul 30 2020,TBA,TBA,Jeremy Douglas Shelley
CYBERSECURITY MANAGEMENT,61515,IS,550,1,Summer 2020,3,TBA,TBA,TBA,Jun 15 2020,Jul 30 2020,TBA,TBA,Jeremy Douglas Shelley
INTRODUCTION TO PHILOSOPHY,90002,PHL,101,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Jeremy M Fischer
INTRODUCTION TO PHILOSOPHY,90003,PHL,101,2,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Jeremy M Fischer
INTRODUCTION TO PHILOSOPHY,90004,PHL,101,3,Fall 2020,3,4:20 PM,5:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Andrew D Cling
INTRODUCTION TO PHILOSOPHY,90005,PHL,101,4,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Deborah K Heikes
INTRO TO ETHICS,90006,PHL,102,1,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,John E Harfouch
INTRO TO ETHICS,90007,PHL,102,2,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,John E Harfouch
HONORS: INTRO TO ETHICS,90008,PHL,102,H3,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,John E Harfouch
INTRODUCTION TO LOGIC,90009,PHL,103,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Deborah K Heikes
TECH; SCIENCE & HUMAN VALUES,90010,PHL,150,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Nicholaos J Jones
ANCIENT PHILOSOPHY,90011,PHL,301,1,Fall 2020,3,TBA,TBA,TBA,Aug 19 2020,Dec 11 2020,Online Course,ONLINE,Nicholaos J Jones
AMERICAN PHILOSOPHY,90012,PHL,312,1,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Deborah K Heikes
PHILOSOPHY OF MIND,90013,PHL,317,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Jeremy M Fischer
CLASSIC POLITI PHILOSOPHY,90014,PHL,330,1,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,John R Pottenger
RESEARCH SEMINAR,90015,PHL,395,1,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Andrew D Cling
STUDIO FOR COLLEGE WRITING I,90016,EH,101L,1,Fall 2020,0,9:40 AM,10:35 AM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90017,EH,101L,2,Fall 2020,0,9:40 AM,10:35 AM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90018,EH,101L,3,Fall 2020,0,2:40 PM,3:35 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90019,EH,101L,4,Fall 2020,0,11:20 AM,12:15 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90020,EH,101L,5,Fall 2020,0,11:20 AM,12:15 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90021,EH,101L,6,Fall 2020,0,1:00 PM,1:55 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90022,EH,101L,7,Fall 2020,0,1:00 PM,1:55 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
STUDIO FOR COLLEGE WRITING I,90023,EH,101L,8,Fall 2020,0,2:40 PM,3:35 PM,MW,Aug 19 2020,Dec 11 2020,M Louis Salmon Library,TBA,TBA
COLLEGE WRITING I W/STUDIO,90024,EH,101S,1,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Heather A Cross
COLLEGE WRITING I W/STUDIO,90025,EH,101S,2,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Michael L McGinnis
COLLEGE WRITING I W/STUDIO,90026,EH,101S,3,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Michael L McGinnis
COLLEGE WRITING I,90027,EH,101,1,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90028,EH,101,2,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90029,EH,101,3,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90030,EH,101,4,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Heather A Cross
INTRO TO HONORS RESEARCH,90031,HON,101,H1,Fall 2020,1,8:00 AM,8:55 AM,MW,Aug 19 2020,Oct 07 2020,TBA,TBA,TBA
COLLEGE WRITING I,90032,EH,101,5,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90033,EH,101,6,Fall 2020,3,11:20 AM,12:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90034,EH,101,7,Fall 2020,3,9:40 AM,11:00 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90035,EH,101,8,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
AEROBICS,90036,HPE,100,1,Fall 2020,2,8:00 AM,8:55 AM,MW,Aug 19 2020,Dec 11 2020,University Fitness Center,103A,Gemma L Sivetz
COLLEGE WRITING I,90037,EH,101,9,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
WALK/JOG/RUN,90038,HPE,110,1,Fall 2020,1,6:00 PM,6:55 PM,MW,Aug 19 2020,Dec 11 2020,University Fitness Center,100,Jane McGuire Reneau
COLLEGE WRITING I,90039,EH,101,10,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
BUTTS & GUTS WORKOUT,90040,HPE,111,1,Fall 2020,2,9:40 AM,10:35 AM,TR,Aug 19 2020,Dec 11 2020,Spragins Hall,123,Tasha M Edwards
WORLD HISTORY TO 1500,90041,HY,103,1,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,John E Mohr
BUTTS & GUTS WORKOUT,90042,HPE,111,2,Fall 2020,2,1:00 PM,1:55 PM,TR,Aug 19 2020,Dec 11 2020,University Fitness Center,103,James K Ballamy
COLLEGE WRITING I,90043,EH,101,11,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90044,EH,101,12,Fall 2020,3,2:40 PM,4:00 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
COLLEGE WRITING I,90045,EH,101,13,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
BUTTS & GUTS WORKOUT,90046,HPE,111,3,Fall 2020,2,11:20 AM,12:15 PM,MW,Aug 19 2020,Dec 11 2020,Spragins Hall,123,Elisabeth Bratcher
COLLEGE WRITING I,90047,EH,101,14,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Michael L McGinnis
WEIGHT TRAINING,90048,HPE,117,1,Fall 2020,2,8:00 AM,8:55 AM,MW,Aug 19 2020,Dec 11 2020,University Fitness Center,103,Juan Carlos Guevara
COLLEGE WRITING I,90049,EH,101,15,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
WEIGHT TRAINING,90050,HPE,117,2,Fall 2020,2,9:40 AM,10:35 AM,MW,Aug 19 2020,Dec 11 2020,University Fitness Center,103,Tonya Meier Hardy
COLLEGE WRITING I,90051,EH,101,16,Fall 2020,3,11:20 AM,12:40 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
WEIGHT TRAINING,90052,HPE,117,3,Fall 2020,2,1:00 PM,1:55 PM,MW,Aug 19 2020,Dec 11 2020,University Fitness Center,103,TBA
WEIGHT TRAINING,90053,HPE,117,4,Fall 2020,2,8:00 AM,8:55 AM,TR,Aug 19 2020,Dec 11 2020,University Fitness Center,103,Crystal Jean Harris
COLLEGE WRITING I,90054,EH,101,17,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
WEIGHT TRAINING,90055,HPE,117,5,Fall 2020,2,9:40 AM,10:35 AM,TR,Aug 19 2020,Dec 11 2020,University Fitness Center,103,Crystal Jean Harris
WEIGHT TRAINING,90056,HPE,117,6,Fall 2020,2,2:40 PM,3:35 PM,TR,Aug 19 2020,Dec 11 2020,University Fitness Center,103,Gemma L Sivetz
COLLEGE WRITING I,90057,EH,101,18,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Heather A Cross
WEIGHT TRAINING FOR WOMEN,90058,HPE,117,7,Fall 2020,2,11:20 AM,12:15 PM,TR,Aug 19 2020,Dec 11 2020,University Fitness Center,103,Crystal Jean Harris
SWIMMING,90059,HPE,120,1,Fall 2020,1,6:15 AM,7:10 AM,MW,Aug 19 2020,Oct 30 2020,University Fitness Center,111,TBA
LADIES SELF-DEFENSE,90060,HPE,127,1,Fall 2020,1,6:00 PM,6:55 PM,TR,Aug 19 2020,Oct 30 2020,Spragins Hall,123,Jonathan K Copeland
KARATE,90062,HPE,130,1,Fall 2020,2,11:20 AM,12:15 PM,TR,Aug 19 2020,Dec 11 2020,Spragins Hall,123,Robert L Barefield
COLLEGE WRITING I,90063,EH,101,19,Fall 2020,3,8:00 AM,9:20 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
YOGA,90064,HPE,136,1,Fall 2020,1,8:00 AM,8:55 AM,MW,Aug 19 2020,Oct 30 2020,University Fitness Center,114,Angela K Barnes
COLLEGE WRITING II,90065,EH,102,1,Fall 2020,3,4:20 PM,5:40 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
YOGA,90066,HPE,136,2,Fall 2020,1,1:00 PM,1:55 PM,MW,Aug 19 2020,Oct 30 2020,Spragins Hall,123,Suzanne Marie Newton
YOGA,90067,HPE,136,3,Fall 2020,1,8:00 AM,8:55 AM,TR,Aug 19 2020,Oct 30 2020,University Fitness Center,114,Angela K Barnes
YOGA,90069,HPE,136,5,Fall 2020,1,9:40 AM,10:35 AM,TR,Aug 19 2020,Oct 30 2020,University Fitness Center,114,Angela K Barnes
COLLEGE WRITING II,90070,EH,102,2,Fall 2020,3,2:40 PM,4:00 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
JUDO/JUJITSU,90071,HPE,137,1,Fall 2020,2,4:20 PM,5:15 PM,TR,Aug 19 2020,Dec 11 2020,Spragins Hall,123,Jonathan K Copeland
COLLEGE WRITING II,90072,EH,102,3,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
BALLROOM DANCE,90073,HPE,140,1,Fall 2020,2,12:40 PM,2:40 PM,F,Aug 19 2020,Dec 11 2020,University Fitness Center,103A,Sandra N Watts
RACQUETBALL,90074,HPE,150,1,Fall 2020,2,6:00 PM,6:55 PM,TR,Aug 19 2020,Dec 11 2020,Spragins Hall,RCOURT,Mark A Roller
COLLEGE WRITING II,90075,EH,102,4,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Anna L Weber
TENNIS,90076,HPE,153,1,Fall 2020,1,11:20 AM,12:15 PM,MW,Aug 19 2020,Dec 11 2020,Spragins Hall,TCOURT,Paul Alan Thomson
BASKETBALL,90077,HPE,169,1,Fall 2020,1,1:00 PM,1:55 PM,TR,Aug 19 2020,Dec 11 2020,Spragins Hall,GYM,Spencer R Palmer
VOLLEYBALL,90078,HPE,170,1,Fall 2020,1,11:20 AM,12:15 PM,MW,Aug 19 2020,Oct 30 2020,Spragins Hall,GYM,Jennifer R Cole
HONORS: WORLD HISTORY TO 1500,90079,HY,103,H2,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,TBA,TBA,Christine Sears
COLLEGE WRITING II,90080,EH,102,5,Fall 2020,3,11:20 AM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
PUBLIC SPEAKING,90081,CM,113,1,Fall 2020,3,1:00 PM,2:20 PM,TR,Aug 19 2020,Dec 11 2020,TBA,TBA,Anthony R Greer
COLLEGE WRITING II,90082,EH,102,6,Fall 2020,3,9:40 AM,11:00 AM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,Anna L Weber
COLLEGE WRITING II,90083,EH,102,7,Fall 2020,3,1:00 PM,2:20 PM,MW,Aug 19 2020,Dec 11 2020,Morton Hall,TBA,TBA
CONTEMPORARY NUTRITION,90084,KIN,200,1,Fall 2020,3,8:00 AM,9:20 AM,TR,Aug 19 2020,Dec 11 2020,Wilson Hall,330,TBA
ATHLC INJURY PREVENTION & CARE,90085,KIN,210,1,Fall 2020,3,10:00 AM,12:00 PM,F,Aug 19 2020,Dec 11 2020,Spragins Hall,123,Carolyn C Holland
